complain,商品被投诉提醒,1,您售出的商品被投诉，等待商家申诉。投诉单编号：{$complain_id}。,1,1,【{$site_name}】您售出的商品被投诉，等待商家申诉。投诉单编号：{$complain_id}。,1,1,{$site_name}提醒：您售出的商品被投诉，等待商家申诉。投诉单编号：{$complain_id}。,"<p>
	{$site_name}提醒：
</p>
<p>
	您售出的商品被投诉，等待商家申诉。投诉单编号：{$complain_id}。
</p>
<p>
	<br />
</p>
<p>
	<br />
</p>
<p>
	<br />
</p>
<p style=""text-align:right;"">
	{$site_name}
</p>
<p style=""text-align:right;"">
	{$mail_send_time}
</p>
<p>
	<br />
</p>",1
goods_storage_alarm,商品库存预警,1,您的商品库存不足，请及时补货。平台货号：{$common_id}，SKU：{$sku_id}。,1,0,【{$site_name}】您的商品库存不足，请及时补货。平台货号：{$common_id}，SKU：{$sku_id}。,0,0,{$site_name}提醒：您的商品库存不足，请及时补货。,"<p>
	{$site_name}提醒：
</p>
<p>
	您的商品库存不足，请及时补货。平台货号：{$common_id}，SKU：{$sku_id}。
</p>
<p>
	点击下面链接查看商品详细信息
</p>
<p>
	<a href=""http://{$shop_site_url}/goods/index.html?goods_id={$sku_id}"" target=""_blank"">http://{$shop_site_url}/goods/index.html?goods_id={$sku_id}</a> 
</p>
<p>
	<br />
</p>
<p>
	<br />
</p>
<p>
	<br />
</p>
<p style=""text-align:right;"">
	{$site_name}
</p>
<p style=""text-align:right;"">
	{$mail_send_time}
</p>
<p>
	<br />
</p>
<br />",0
goods_verify,商品审核失败提醒,1,您的商品没有通过管理员审核，原因：“{$remark}”。平台货号：{$common_id}。,1,0,【{$site_name}】您的商品没有通过管理员审核，原因：“{$remark}”。平台货号：{$common_id}。,0,0,{$site_name}提醒：您的商品没有通过管理员审核。,"<p>
	{$site_name}提醒：
</p>
<p>
	您的商品没有通过管理员审核，原因：“{$remark}”。平台货号：{$common_id}。
	</p><p>
		<br />
	</p>
	<p>
		<br />
	</p>
	<p style=""text-align:right;"">
		{$site_name}
	</p>
	<p style=""text-align:right;"">
		{$mail_send_time}
	</p>",0
goods_violation,商品违规被下架,1,您的商品被违规下架，原因：“{$remark}”。平台货号：{$common_id}。,1,0,【{$site_name}】您的商品被违规下架，原因：“{$remark}”。平台货号：{$common_id}。,0,0,{$site_name}提醒：您的商品被违规下架。,"<p>
	{$site_name}提醒：
</p>
<p>
	您的商品被违规下架。，原因：“{$remark}”。平台货号：{$common_id}。
</p>
<p>
	<br />
</p>
<p>
	<br />
</p>
<p style=""text-align:right;"">
	{$site_name}
</p>
<p style=""text-align:right;"">
	{$mail_send_time}
</p>
<p>
	<br />
</p>",0
new_order,新订单提醒,1,您有订单需要处理，订单编号：{$order_sn}。,1,0,【{$site_name}】您有订单需要处理，订单编号：{$order_sn}。,0,0,{$site_name}提醒：您有订单需要处理。,"<p>
	{$site_name}提醒：
</p>
<p>
	您有订单需要处理，订单编号：{$order_sn}。
</p>
<p>
	<br />
</p>
<p>
	<br />
</p>
<p>
	<br />
</p>
<p style=""text-align:right;"">
	{$site_name}
</p>
<p style=""text-align:right;"">
	{$mail_send_time}
</p>
<br />",0
refund,退款提醒,1,您有一个{$type}退款单需要处理，退款编号：{$refund_sn}。,1,0,【{$site_name}】您有一个{$type}退款单需要处理，退款编号：{$refund_sn}。,1,0,{$site_name}提醒：您有一个{$type}退款单需要处理，退款编号：{$refund_sn}。,"<p>
	{$site_name}提醒：
</p>
<p>
	您有一个{$type}退款单需要处理，退款编号：{$refund_sn}。
</p>
<p>
	<br />
</p>
<p>
	<br />
</p>
<p>
	<br />
</p>
<p style=""text-align:right;"">
	{$site_name}
</p>
<p style=""text-align:right;"">
	{$mail_send_time}
</p>
<p>
	<br />
</p>",1
refund_auto_process,退款自动处理提醒,1,您的{$type}退款单超期未处理，已自动同意买家退款申请。退款单编号：{$refund_sn}。,1,0,【{$site_name}】您的{$type}退款单超期未处理，已自动同意买家退款申请。退款单编号：{$refund_sn}。,0,0,{site_name}提醒：您的{$type}退款单超期未处理，已自动同意买家退款申请。退款单编号：{$refund_sn}。,"<p>
	{site_name}提醒：
</p>
<p>
	您的{$type}退款单超期未处理，已自动同意买家退款申请。退款单编号：{$refund_sn}。
</p>
<p>
	<br />
</p>
<p>
	<br />
</p>
<p>
	<br />
</p>
<p style=""text-align:right;"">
	{$site_name}
</p>
<p style=""text-align:right;"">
	{$mail_send_time}
</p>
<p>
	<br />
</p>",0
return,退货提醒,1,您有一个{$type}退货单需要处理。退货编号：{$refund_sn}。,1,0,【{site_name}】您有一个{$type}退货单需要处理。退货编号：{$refund_sn}。,0,0,{$site_name}提醒：您有一个{$type}退货单需要处理。退货编号：{$refund_sn}。,"<p>
	{$site_name}提醒：
</p>
<p>
	您有一个{$type}退货单需要处理。退货编号：{$refund_sn}。
</p>
<p>
	<br />
</p>
<p>
	<br />
</p>
<p>
	<br />
</p>
<p style=""text-align:right;"">
	{$site_name}
</p>
<p style=""text-align:right;"">
	{$mail_send_time}
</p>
<p>
	<br />
</p>
<br />",0
return_auto_process,退货自动处理提醒,1,您的{$type}退货单超期未处理，已自动同意买家退货申请（弃货）。退货单编号：{$refund_sn}。,1,0,【{$site_name}】您的{$type}退货单超期未处理，已自动同意买家退货申请（弃货）。退货单编号：{$refund_sn}。,0,0,{$site_name}提醒：您的{$type}退货单超期未处理，已自动同意买家退货申请（弃货）。退货单编号：{$refund_sn}。,"<p>
	{$site_name}提醒：
</p>
<p>
	您的{$type}退货单超期未处理，已自动同意买家退货申请（弃货）。退货单编号：{$refund_sn}。
</p>
<p>
	<br />
</p>
<p>
	<br />
</p>
<p>
	<br />
</p>
<p style=""text-align:right;"">
	{$site_name}
</p>
<p style=""text-align:right;"">
	{$mail_send_time}
</p>",0
return_auto_receipt,退货未收货自动处理提醒,1,您的{$type}退货单不处理收货超期未处理，已自动按弃货处理。退货单编号：{$refund_sn}。,1,0,【{$site_name}】您的{$type}退货单不处理收货超期未处理，已自动按弃货处理。退货单编号：{$refund_sn}。,0,0,{$site_name}提醒：您的{$type}退货单超期未处理，已自动同意买家退货申请（弃货）。退货单编号：{$refund_sn}。,"<p>
	{$site_name}提醒：
</p>
<p>
	您的{$type}退货单超期未处理，已自动同意买家退货申请（弃货）。退货单编号：{$refund_sn}。
</p>
<p>
	<br />
</p>
<p>
	<br />
</p>
<p>
	<br />
</p>
<p style=""text-align:right;"">
	{$site_name}
</p>
<p style=""text-align:right;"">
	{$mail_send_time}
</p>
<p>
	<br />
</p>",0
